device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,left_gaze_origin_in_trackbox_coordinate_system_x,left_gaze_origin_in_trackbox_coordinate_system_y,left_gaze_origin_in_trackbox_coordinate_system_z,left_gaze_origin_validity,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z,right_gaze_origin_in_trackbox_coordinate_system_x,right_gaze_origin_in_trackbox_coordinate_system_y,right_gaze_origin_in_trackbox_coordinate_system_z,right_gaze_origin_validity
1273950900,387127456741,0.5006101131439209,-0.0159504413604736,0.3368002474308014,316.0927429199219,108.21134185791016,1,6.596893310546875,1,-79.55039978027344,-82.09913635253906,594.020263671875,0.6781072616577148,0.6838208436965942,0.4098407030105591,1,0.574552059173584,0.1168157160282135,41.15272903442383,277.3549499511719,94.11194610595705,1,7.133590698242188,1,12.034807205200195,-89.18177032470703,598.240478515625,0.4729883372783661,0.698287844657898,0.4099418818950653,1
1274050740,387127556493,0.4912278056144714,0.4687798321247101,-4.842256546020508,174.66078186035156,56.73430633544922,1,3.9211273193359375,1,-55.86232376098633,-56.18494415283203,417.7770385742188,0.6778337359428406,0.6788619756698608,0.0504469610750675,1,0.5356046557426453,0.4944738745689392,19.65377426147461,167.1638946533203,54.005645751953125,1,4.5292510986328125,1,8.673477172851562,-61.01805877685547,420.7875061035156,0.4723285734653473,0.6928758025169373,0.0505540780723094,1
1274100660,387127606396,0.4969543218612671,0.5352349281311035,-1.6812186241149902,155.2708740234375,49.676944732666016,1,3.47308349609375,1,-52.53474044799805,-53.22500991821289,392.5211486816406,0.6780015230178833,0.6803432703018188,-0.0008362426888197,1,0.5225706696510315,0.5435964465141296,12.459033012390137,152.8311767578125,48.78897476196289,1,3.988372802734375,1,8.352324485778809,-57.78569793701172,395.6867370605469,0.4716681241989136,0.6942471265792847,-5.7617187849245965e-05,1
1274300083,387127805822,0.493175745010376,0.5494729280471802,-3.766968011856079,151.1165771484375,48.1649055480957,1,2.931747436523437,1,-52.38722610473633,-50.38971710205078,387.69622802734375,0.6797128915786743,0.6728519201278687,-0.0110972290858626,1,0.4938424229621887,0.5322833061218262,-3.3989386558532715,156.1320343017578,49.99039459228516,1,3.529754638671875,1,8.618094444274902,-54.66312026977539,391.6535034179688,0.4704750478267669,0.6856329441070557,-0.0089126583188772,1
1274349998,387127855747,0.4792042374610901,0.5545731782913208,-11.479249000549316,149.62844848632812,47.62325668334961,1,2.89996337890625,1,-52.323219299316406,-49.9879035949707,386.5028381347656,0.6800479292869568,0.6720019578933716,-0.0135625610128045,1,0.4945385158061981,0.5207912921905518,-3.0147039890289307,159.485107421875,51.2108154296875,1,3.36090087890625,1,8.622196197509766,-54.204837799072266,390.52154541015625,0.4703761637210846,0.6846088767051697,-0.0112805180251598,1
1274549913,387128055677,0.5088672041893005,0.5249124765396118,4.894710540771484,158.2826690673828,50.77314376831055,1,2.4819488525390625,1,-51.82656097412109,-48.88510894775391,382.9942321777344,0.6799725890159607,0.6697454452514648,-0.0208714604377746,1,0.492373913526535,0.5348226428031921,-4.209578037261963,155.3911590576172,49.7207260131836,1,2.9715576171875,1,8.988446235656738,-52.91521453857422,386.9234313964844,0.4688422083854675,0.6818893551826477,-0.0187432244420051,1
1274665555,387128171362,0.5214567184448242,0.5262500047683716,11.844123840332031,157.89242553710938,50.631107330322266,1,2.6533966064453125,1,-50.898773193359375,-48.527565002441406,382.4908447265625,0.676979660987854,0.6687243580818176,-0.0221957396715879,1,0.4915227890014648,0.5144171714782715,-4.679383754730225,161.3449249267578,51.88773727416992,1,2.830673217773437,1,9.89781093597412,-52.63436508178711,386.4670104980469,0.4656723439693451,0.6811367869377136,-0.0196793209761381,1
1274715424,387128221233,0.5181019306182861,0.5375863909721375,9.992270469665527,154.58477783203125,49.42718124389648,1,2.61920166015625,1,-50.41837692260742,-48.54214096069336,382.0538024902344,0.6755079627037048,0.6689684391021729,-0.0231770630925893,1,0.4966854453086853,0.5306859016418457,-1.829607963562012,156.59815979003906,50.16005325317383,1,2.8363037109375,1,10.459897994995115,-52.7958984375,385.9621276855469,0.4636884331703186,0.6819313168525696,-0.0206064451485872,1
1274749620,387128255437,0.5080317854881287,0.5553164482116699,4.4335479736328125,149.41160583496094,47.54434967041016,1,2.5724029541015625,1,-50.39801788330078,-48.47517776489258,382.24810791015625,0.6753476858139038,0.6686490774154663,-0.0228168945759534,1,0.4932674169540405,0.5223285555839539,-3.716353893280029,159.03660583496094,51.04757308959961,1,2.82574462890625,1,10.661765098571776,-52.57316207885742,385.9700622558594,0.4629926979541778,0.6811590790748596,-0.0206400137394666,1
1274765294,387128271115,0.5066215991973877,0.4864990413188934,3.655117273330689,169.4907684326172,54.85255432128906,1,2.3352203369140625,1,-50.3448371887207,-48.424407958984375,382.046630859375,0.6752549409866333,0.6685612201690674,-0.0232396852225065,1,0.4905667901039123,0.5192190408706665,-5.207106590270996,159.94387817382812,51.37777328491211,1,2.8126373291015625,1,10.724092483520508,-52.46603393554688,385.8249816894531,0.4627637565135956,0.6808575987815857,-0.0209528803825378,1
